File Name,Length,Amount of Anomaly Points,ADF Statistic,ADF Regression,ADF p-value,ADF lags,ADF Critical Value 10%,ADF Critical Value 5%,KPSS Statistics,KPSS Regression,KPSS p-value,KPSS Critical Value 10%,KPSS Critical Value 5%
TravelTime_387_anomaly.csv,2500,249,-11.721641967292419,c,1.4087772557376121e-21,6,-2.567387539813443,-2.862700050059295,0.32976835558103446,c,0.1,0.347,0.463
TravelTime_451_anomaly.csv,2162,217,-11.723452181755949,c,1.3955592983020228e-21,3,-2.567483485481099,-2.8628802551435264,1.2516209049184186,c,0.01,0.347,0.463
speed_t4013_anomaly.csv,2495,250,-11.443915273509749,c,6.083850299007057e-21,6,-2.5673887817601657,-2.862702382731847,0.7532584609475237,c,0.01,0.347,0.463
speed_6005_anomaly.csv,2500,239,-14.297329506543006,c,1.245999744632601e-26,5,-2.567387292022104,-2.862699584647827,0.5697201505363606,c,0.025963930059378235,0.347,0.463
occupancy_t4013_anomaly.csv,2500,250,-6.020453693740056,c,1.4981073547284644e-07,13,-2.5673892799386944,-2.8627033184297384,0.4285860966722039,c,0.06483357902060179,0.347,0.463
occupancy_6005_anomaly.csv,2380,239,-8.194669927818406,c,7.505115581586814e-13,20,-2.5674226455102995,-2.8627659864448662,0.16911202912684775,c,0.1,0.347,0.463
speed_7578_anomaly.csv,1127,116,-7.218915741290328,c,2.1367134654131096e-10,7,-2.5681470422493593,-2.8641263411190323,1.4217975681104325,c,0.01,0.347,0.463
TravelTime_387_anomaly.csv,2500,249,-6.795064205912496,n,1.7358994020144793e-10,10,-1.6167137269198715,-1.9411084559697227,0.32976835558103446,c,0.1,0.347,0.463
TravelTime_451_anomaly.csv,2162,217,-7.013491649961647,n,5.649913055648695e-11,7,-1.61669727693348,-1.9411254203715578,1.2516209049184186,c,0.01,0.347,0.463
speed_t4013_anomaly.csv,2495,250,-0.23096668287558875,n,0.6023650112677206,25,-1.6167128696110449,-1.941109338913748,0.7532584609475237,c,0.01,0.347,0.463
speed_6005_anomaly.csv,2500,239,-0.028324600329209772,n,0.6747772753236073,27,-1.6167129990880846,-1.9411092055568218,0.5697201505363606,c,0.025963930059378235,0.347,0.463
occupancy_t4013_anomaly.csv,2500,250,-2.5018304677423093,n,0.011942680597771534,13,-1.6167135991993238,-1.941108587501184,0.4285860966722039,c,0.06483357902060179,0.347,0.463
occupancy_6005_anomaly.csv,2380,239,-3.4225716673366176,n,0.0006378272518443244,12,-1.6167082729497078,-1.941114075225136,0.16911202912684775,c,0.1,0.347,0.463
speed_7578_anomaly.csv,1127,116,-0.9191903279726267,n,0.3209362309259525,16,-1.6165829049180662,-1.9412446902614815,1.4217975681104325,c,0.01,0.347,0.463
TravelTime_387_anomaly.csv,2500,249,-13.13019685631238,ct,9.328867807064072e-21,4,-3.128086944585755,-3.412251133840582,0.2609189233141725,ct,0.01,0.119,0.146
TravelTime_451_anomaly.csv,2162,217,-12.216827948535851,ct,1.7440574341037012e-19,3,-3.128248991482587,-3.412526421201871,0.0605235413892874,ct,0.1,0.119,0.146
speed_t4013_anomaly.csv,2495,250,-11.448626892594685,ct,3.3226568770021295e-18,6,-3.128089863821452,-3.412256092911108,0.7365743054653223,ct,0.01,0.119,0.146
speed_6005_anomaly.csv,2500,239,-14.371620899289212,ct,5.404461693881102e-22,5,-3.1280873606155235,-3.412251840573473,0.32585015403025025,ct,0.01,0.119,0.146
occupancy_t4013_anomaly.csv,2500,250,-7.229179927168495,ct,4.257217940870715e-09,6,-3.128087776979254,-3.4122525478738077,0.2515008201753922,ct,0.01,0.119,0.146
occupancy_6005_anomaly.csv,2380,239,-8.25195818879972,ct,1.8699583546657894e-11,20,-3.128146764672429,-3.412352754807231,0.03851885671630444,ct,0.1,0.119,0.146
speed_7578_anomaly.csv,1127,116,-8.2922974475663,ct,1.5092053658472673e-11,10,-3.129370013435853,-3.4144313379980553,0.15199063209499147,ct,0.0450078065875071,0.119,0.146
TravelTime_387_anomaly.csv,2500,249,-13.360291176465934,ctt,7.730363153669579e-22,4,-3.5547276279170843,-3.8347590280614807,0.2609189233141725,ct,0.01,0.119,0.146
TravelTime_451_anomaly.csv,2162,217,-12.265832246906639,ctt,5.870057793408285e-20,3,-3.554956972373575,-3.835129348084259,0.0605235413892874,ct,0.1,0.119,0.146
speed_t4013_anomaly.csv,2495,250,-12.578621461286597,ctt,1.5586552669742246e-20,7,-3.5547323516457663,-3.834766655102054,0.7365743054653223,ct,0.01,0.119,0.146
speed_6005_anomaly.csv,2500,239,-16.013164205817194,ctt,1.3853594806697024e-24,4,-3.5547276279170843,-3.8347590280614807,0.32585015403025025,ct,0.01,0.119,0.146
occupancy_t4013_anomaly.csv,2500,250,-7.558702229757259,ctt,3.890324674023618e-09,6,-3.5547288060053885,-3.8347609302286196,0.2515008201753922,ct,0.01,0.119,0.146
occupancy_6005_anomaly.csv,2380,239,-8.308860110931976,ctt,5.89065355825047e-11,20,-3.5548122912966504,-3.8348957294920747,0.03851885671630444,ct,0.1,0.119,0.146
speed_7578_anomaly.csv,1127,116,-8.5784643577148,ctt,1.2853286113157e-11,10,-3.5565435070468236,-3.8376919594343337,0.15199063209499147,ct,0.0450078065875071,0.119,0.146
