File Name,Length,Amount of Anomaly Points,ADF Statistic,ADF Regression,ADF p-value,ADF lags,ADF Critical Value 10%,ADF Critical Value 5%,KPSS Statistics,KPSS Regression,KPSS p-value,KPSS Critical Value 10%,KPSS Critical Value 5%
ec2_disk_write_bytes_c0d644_anomaly.csv,4032,405,-11.280685787930011,c,1.458782797318559e-20,18,-2.5671535285260605,-2.8622604977715755,0.25392223737506364,c,0.1,0.347,0.463
ec2_network_in_5abac7_anomaly.csv,4730,474,-8.360852896908487,c,2.8262880799837784e-13,28,-2.567097376628896,-2.862155018606945,0.23909901923413893,c,0.1,0.347,0.463
rds_cpu_utilization_cc0c53_anomaly.csv,4032,402,-0.6320219396958835,c,0.8635809919522153,28,-2.5671544870656278,-2.862262298327622,6.0522877080203585,c,0.01,0.347,0.463
ec2_cpu_utilization_fe7f93_anomaly.csv,4032,405,-10.604609749186894,c,6.047717222243296e-19,17,-2.5671534329349024,-2.862260318209578,0.12912957348607954,c,0.1,0.347,0.463
ec2_cpu_utilization_825cc2_anomaly.csv,4032,343,-4.234294501716964,c,0.0005761516001126831,25,-2.567154199001049,-2.8622617572165847,0.43375065031916715,c,0.06260747831070382,0.347,0.463
ec2_network_in_257a54_anomaly.csv,4032,403,-10.355116564168092,c,2.478233582984095e-18,31,-2.5671547755625,-2.8622628402506254,0.688035223186413,c,0.01463316152850791,0.347,0.463
elb_request_count_8c0756_anomaly.csv,4032,402,-6.6201619320478455,c,6.065341739854626e-09,29,-2.567154583183171,-2.8622624788783146,0.35778396738063994,c,0.09535173819800002,0.347,0.463
ec2_cpu_utilization_5f5533_anomaly.csv,4032,402,-0.7335076896084122,c,0.837878364104657,28,-2.5671544870656278,-2.862262298327622,8.888223982962968,c,0.01,0.347,0.463
ec2_cpu_utilization_53ea38_anomaly.csv,4032,402,-9.841901893567485,c,4.729072075495008e-17,29,-2.567154583183171,-2.8622624788783146,1.2274485308458882,c,0.01,0.347,0.463
iio_us-east-1_i-a2eb1cd9_NetworkIn_anomaly.csv,1243,126,-5.902388807287285,c,2.758511088482325e-07,13,-2.568023609111511,-2.863894574114006,0.42652072349504216,c,0.06572382607972321,0.347,0.463
rds_cpu_utilization_e47b3b_anomaly.csv,4032,402,-1.638642096991737,c,0.46297042446551534,25,-2.567154199001049,-2.8622617572165847,5.63499151910609,c,0.01,0.347,0.463
ec2_cpu_utilization_c6585a_anomaly.csv,4032,0,-47.09936870158161,c,0.0,1,-2.5671519099310998,-2.862257457341372,0.0449071977569188,c,0.1,0.347,0.463
ec2_cpu_utilization_ac20cd_anomaly.csv,4032,403,-0.8536453954549702,c,0.8028543196998938,24,-2.56715410307542,-2.86226157702636,3.41373581772213,c,0.01,0.347,0.463
ec2_cpu_utilization_24ae8d_anomaly.csv,4032,402,-46.92283631890565,c,0.0,1,-2.5671519099310998,-2.862257457341372,0.2084950631443226,c,0.1,0.347,0.463
ec2_cpu_utilization_77c1ca_anomaly.csv,4032,403,-11.024359034364663,c,5.878852699937138e-20,15,-2.567153241895466,-2.8622599593539513,0.31893512560113896,c,0.1,0.347,0.463
grok_asg_anomaly.csv,4621,465,-0.6872306404260786,c,0.850029422619869,27,-2.5671050776361515,-2.862169484810712,5.5067491541692055,c,0.01,0.347,0.463
ec2_disk_write_bytes_1ef3de_anomaly.csv,4730,473,-8.892912741858707,c,1.2286741976235979e-14,27,-2.567097306976895,-2.86215488776668,1.0535635227522098,c,0.01,0.347,0.463
ec2_disk_write_bytes_c0d644_anomaly.csv,4032,405,-10.074219989839548,n,6.860611624459557e-18,18,-1.6167539832362379,-1.941067140938445,0.25392223737506364,c,0.1,0.347,0.463
ec2_network_in_5abac7_anomaly.csv,4730,474,-7.247849191467668,n,1.6792302334150134e-11,28,-1.6167636239472984,-1.941057288745438,0.23909901923413893,c,0.1,0.347,0.463
rds_cpu_utilization_cc0c53_anomaly.csv,4032,402,0.6280923197007849,n,0.8526591453034076,28,-1.6167538187381043,-1.9410673091858661,6.0522877080203585,c,0.01,0.347,0.463
ec2_cpu_utilization_fe7f93_anomaly.csv,4032,405,-7.719416659169411,n,1.431633136582551e-12,17,-1.6167539996410865,-1.9410671241599515,0.12912957348607954,c,0.1,0.347,0.463
ec2_cpu_utilization_825cc2_anomaly.csv,4032,343,-0.46953013302346097,n,0.5086041485527624,24,-1.6167538846356333,-1.9410672417858146,0.43375065031916715,c,0.06260747831070382,0.347,0.463
ec2_network_in_257a54_anomaly.csv,4032,403,-9.442701603223552,n,1.7274653317618162e-16,31,-1.6167537692286875,-1.9410673598246406,0.688035223186413,c,0.01463316152850791,0.347,0.463
elb_request_count_8c0756_anomaly.csv,4032,402,-2.1454511481340544,n,0.030626716083936332,31,-1.6167537692286875,-1.9410673598246406,0.35778396738063994,c,0.09535173819800002,0.347,0.463
ec2_cpu_utilization_5f5533_anomaly.csv,4032,402,-1.3993623879399126,n,0.1505455013631079,28,-1.6167538187381043,-1.9410673091858661,8.888223982962968,c,0.01,0.347,0.463
ec2_cpu_utilization_53ea38_anomaly.csv,4032,402,-0.12453929679273579,n,0.6413371936664304,29,-1.6167538022431918,-1.941067326056996,1.2274485308458882,c,0.01,0.347,0.463
iio_us-east-1_i-a2eb1cd9_NetworkIn_anomaly.csv,1243,126,-2.2523398695732637,n,0.023367552379775784,21,-1.6166042798976303,-1.9412222235827545,0.42652072349504216,c,0.06572382607972321,0.347,0.463
