MESS_DATUM,TT_TU
1973-01-15,0.19
1973-01-16,0.69
1973-01-17,-0.68
1973-01-18,-1.44
1973-01-19,-1.46
1973-01-20,-0.32
1973-01-21,0.93
1973-01-22,0.8
1973-01-23,-0.47
1973-01-24,-0.62
1973-01-25,-3.09
1973-01-26,-3.51
1973-01-27,0.68
1973-01-28,1.9
1973-01-29,1.67
1973-01-30,3.83
1973-01-31,3.14
1973-02-01,1.72
1973-02-02,1.02
1973-02-03,-0.37
1973-02-04,-2.42
1973-02-05,-1.53
1973-02-06,0.66
1973-02-07,3.7
1973-02-08,4.55
1973-02-09,5.12
1973-02-10,2.21
1973-02-11,1.33
1973-02-12,2.11
1973-02-13,2.64
1973-02-14,0.91
1973-02-15,-2.67
1973-02-16,-2.31
1973-02-17,-0.7
1973-02-18,0.75
1973-02-19,0.66
1973-02-20,0.94
1973-02-21,2.4
1973-02-22,3.75
1973-02-23,1.07
1973-02-24,0.08
1973-02-25,-0.26
1973-02-26,-3.02
1973-02-27,-3.8
1973-02-28,-2.71
1973-03-01,-0.22
1973-03-02,-0.1
1973-03-03,2.2
1973-03-04,3.06
1973-03-05,4.77
1973-03-06,4.41
1973-03-07,2.67
1973-03-08,0.03
1973-03-09,2.65
1973-03-10,-0.32
1973-03-11,-0.68
1973-03-12,0.9
1973-03-13,1.75
1973-03-14,2.19
1973-03-15,2.85
1973-03-16,2.1
1973-03-17,1.56
1973-03-18,5.07
1973-03-19,3.32
1973-03-20,2.07
1973-03-21,4.43
1973-03-22,3.5
1973-03-23,5.18
1973-03-24,6.51
1973-03-25,7.77
1973-03-26,7.15
1973-03-27,8.18
1973-03-28,7.95
1973-03-29,7.93
1973-03-30,10.55
1973-03-31,6.45
1973-04-01,5.1
1973-04-02,6.98
1973-04-03,3.75
1973-04-04,3.1
1973-04-05,6.15
1973-04-06,10.23
1973-04-07,6.61
1973-04-08,3.35
1973-04-09,2.84
1973-04-10,1.57
1973-04-11,0.78
1973-04-12,2.0
1973-04-13,1.58
1973-04-14,1.88
1973-04-15,3.06
1973-04-16,4.23
1973-04-17,5.97
1973-04-18,4.98
1973-04-19,3.61
1973-04-20,2.97
1973-04-21,2.85
1973-04-22,4.26
1973-04-23,8.17
1973-04-24,10.28
1973-04-25,7.8
1973-04-26,5.73
1973-04-27,9.67
1973-04-28,9.95
1973-04-29,12.7
1973-04-30,13.41
1973-05-01,18.93
1973-05-02,16.11
1973-05-03,16.09
1973-05-04,17.82
1973-05-05,18.45
1973-05-06,11.71
1973-05-07,10.93
1973-05-08,9.08
1973-05-09,7.9
1973-05-10,10.0
1973-05-11,9.42
1973-05-12,7.35
1973-05-13,10.97
1973-05-14,13.5
1973-05-15,10.37
1973-05-16,9.11
1973-05-17,11.54
1973-05-18,12.19
1973-05-19,15.35
1973-05-20,15.68
1973-05-21,15.27
1973-05-22,16.54
1973-05-23,15.49
1973-05-24,13.02
1973-05-25,12.6
1973-05-26,12.42
1973-05-27,14.7
1973-05-28,16.19
1973-05-29,16.4
1973-05-30,16.0
1973-05-31,16.7
1973-06-01,19.4
1973-06-02,15.11
1973-06-03,13.65
1973-06-04,15.51
1973-06-05,15.74
1973-06-06,15.85
1973-06-07,11.82
1973-06-08,12.02
1973-06-09,15.02
1973-06-10,16.56
1973-06-11,15.9
1973-06-12,15.8
1973-06-13,16.96
1973-06-14,14.62
1973-06-15,12.63
1973-06-16,14.68
1973-06-17,16.38
1973-06-18,15.33
1973-06-19,15.14
1973-06-20,18.09
1973-06-21,16.73
1973-06-22,17.01
1973-06-23,14.17
1973-06-24,15.82
1973-06-25,17.78
1973-06-26,20.16
1973-06-27,21.67
1973-06-28,21.22
1973-06-29,18.03
1973-06-30,18.16
1973-07-01,20.11
1973-07-02,21.08
1973-07-03,21.6
1973-07-04,22.74
1973-07-05,23.79
1973-07-06,23.51
1973-07-07,19.33
1973-07-08,18.38
1973-07-09,17.84
1973-07-10,17.68
1973-07-11,19.16
1973-07-12,17.12
1973-07-13,16.89
1973-07-14,18.62
1973-07-15,19.72
1973-07-16,18.99
1973-07-17,16.33
1973-07-18,15.52
1973-07-19,16.33
1973-07-20,17.1
1973-07-21,17.56
1973-07-22,15.43
1973-07-23,13.46
1973-07-24,13.22
1973-07-25,14.59
1973-07-26,12.13
1973-07-27,13.18
1973-07-28,11.72
1973-07-29,16.23
1973-07-30,16.1
1973-07-31,18.42
1973-08-01,18.9
1973-08-02,17.76
1973-08-03,18.38
1973-08-04,17.3
1973-08-05,18.81
1973-08-06,21.91
1973-08-07,18.04
1973-08-08,14.82
1973-08-09,14.82
1973-08-10,18.12
1973-08-11,20.79
1973-08-12,21.98
1973-08-13,21.25
1973-08-14,20.03
1973-08-15,19.5
1973-08-16,18.8
1973-08-17,18.94
1973-08-18,20.3
1973-08-19,22.37
1973-08-20,20.98
1973-08-21,16.43
1973-08-22,15.89
1973-08-23,16.24
1973-08-24,17.44
1973-08-25,18.57
1973-08-26,19.61
1973-08-27,18.45
1973-08-28,17.05
1973-08-29,17.36
1973-08-30,15.12
1973-08-31,14.39
1973-09-01,14.7
1973-09-02,16.95
1973-09-03,19.15
1973-09-04,19.27
1973-09-05,20.39
1973-09-06,19.81
1973-09-07,20.51
1973-09-08,21.66
1973-09-09,20.7
1973-09-10,14.84
1973-09-11,9.54
1973-09-12,9.95
1973-09-13,11.37
1973-09-14,12.85
1973-09-15,13.28
1973-09-16,14.02
1973-09-17,17.16
1973-09-18,17.93
1973-09-19,13.91
1973-09-20,14.63
1973-09-21,14.1
1973-09-22,10.15
1973-09-23,9.48
1973-09-24,9.95
1973-09-25,10.02
1973-09-26,9.31
1973-09-27,10.19
1973-09-28,12.95
1973-09-29,12.9
1973-09-30,10.25
1973-10-01,9.02
1973-10-02,10.49
1973-10-03,12.7
1973-10-04,13.18
1973-10-05,10.8
1973-10-06,10.72
1973-10-07,12.14
1973-10-08,11.4
1973-10-09,10.87
1973-10-10,11.36
1973-10-11,7.11
1973-10-12,3.73
1973-10-13,5.08
1973-10-14,7.78
1973-10-15,10.6
1973-10-16,10.55
1973-10-17,7.9
1973-10-18,4.76
1973-10-19,4.65
1973-10-20,7.44
1973-10-21,7.86
1973-10-22,5.05
1973-10-23,6.99
1973-10-24,3.95
1973-10-25,0.08
1973-10-26,2.17
1973-10-27,3.3
1973-10-28,1.19
1973-10-29,1.18
1973-10-30,4.09
1973-10-31,6.81
1973-11-01,1.75
1973-11-02,-1.1
1973-11-03,-0.41
1973-11-04,2.86
1973-11-05,10.03
1973-11-06,5.4
1973-11-07,3.82
1973-11-08,4.12
1973-11-09,7.6
1973-11-10,7.89
1973-11-11,6.35
1973-11-12,3.87
1973-11-13,5.63
1973-11-14,4.27
1973-11-15,4.85
1973-11-16,3.99
1973-11-17,3.38
1973-11-18,-0.56
1973-11-19,3.0
1973-11-20,4.38
1973-11-21,0.48
1973-11-22,-1.62
1973-11-23,2.9
1973-11-24,7.69
1973-11-25,4.15
1973-11-26,0.18
1973-11-27,-0.54
1973-11-28,-1.06
1973-11-29,-3.62
1973-11-30,-6.48
1973-12-01,-12.8
1973-12-02,-16.13
1973-12-03,-13.04
1973-12-04,-0.9
1973-12-05,2.68
1973-12-06,4.82
1973-12-07,2.15
1973-12-08,5.12
1973-12-09,-1.79
1973-12-10,-6.22
1973-12-11,-5.53
1973-12-12,0.29
1973-12-13,2.15
1973-12-14,1.61
1973-12-15,0.3
1973-12-16,0.22
1973-12-17,1.98
1973-12-18,-0.86
1973-12-19,-5.22
1973-12-20,-4.5
1973-12-21,-1.8
1973-12-22,2.33
1973-12-23,3.14
1973-12-24,0.45
1973-12-25,0.45
1973-12-26,1.51
1973-12-27,1.2
1973-12-28,1.02
1973-12-29,0.81
1973-12-30,-0.29
1973-12-31,-0.42
1974-01-01,-0.01
1974-01-02,0.27
1974-01-03,0.99
1974-01-04,-0.11
1974-01-05,0.25
1974-01-06,-0.16
1974-01-07,2.56
1974-01-08,2.72
1974-01-09,2.01
1974-01-10,1.42
1974-01-11,4.22
1974-01-12,1.79
1974-01-13,0.99
1974-01-14,4.41
1974-01-15,8.39
1974-01-16,8.6
1974-01-17,4.81
1974-01-18,6.14
1974-01-19,8.04
1974-01-20,5.34
1974-01-21,0.84
1974-01-22,0.56
1974-01-23,5.08
1974-01-24,4.7
1974-01-25,3.46
1974-01-26,0.22
1974-01-27,2.1
1974-01-28,2.25
1974-01-29,2.62
1974-01-30,0.83
1974-01-31,1.27
1974-02-01,1.21
1974-02-02,2.44
1974-02-03,2.28
1974-02-04,3.6
1974-02-05,2.97
1974-02-06,3.49
1974-02-07,1.9
1974-02-08,2.58
1974-02-09,7.48
1974-02-10,7.59
1974-02-11,7.96
1974-02-12,7.66
1974-02-13,6.18
1974-02-14,3.08
1974-02-15,0.82
1974-02-16,2.6
1974-02-17,3.16
1974-02-18,2.52
1974-02-19,4.14
1974-02-20,1.33
1974-02-21,1.31
1974-02-22,1.38
1974-02-23,1.78
1974-02-24,2.67
1974-02-25,1.72
1974-02-26,0.59
1974-02-27,1.1
1974-02-28,1.29
1974-03-01,0.39
1974-03-02,2.53
1974-03-03,0.72
1974-03-04,3.64
1974-03-05,3.69
1974-03-06,2.32
1974-03-07,1.01
1974-03-08,1.59
1974-03-09,1.97
1974-03-10,2.81
1974-03-11,4.09
1974-03-12,3.78
1974-03-13,4.73
1974-03-14,4.15
1974-03-15,2.66
1974-03-16,3.55
1974-03-17,8.87
1974-03-18,11.53
1974-03-19,6.41
1974-03-20,10.52
1974-03-21,10.95
1974-03-22,11.5
1974-03-23,11.43
1974-03-24,10.24
1974-03-25,12.2
1974-03-26,13.37
1974-03-27,12.06
1974-03-28,12.22
1974-03-29,11.49
1974-03-30,11.7
1974-03-31,12.58
1974-04-01,11.77
1974-04-02,9.93
1974-04-03,10.35
1974-04-04,12.14
1974-04-05,12.53
1974-04-06,12.54
1974-04-07,11.77
1974-04-08,10.29
1974-04-09,9.85
1974-04-10,10.38
1974-04-11,11.4
1974-04-12,10.63
1974-04-13,9.06
1974-04-14,6.93
1974-04-15,3.6
1974-04-16,4.42
1974-04-17,2.73
1974-04-18,3.86
1974-04-19,5.29
1974-04-20,6.66
1974-04-21,5.94
1974-04-22,6.75
1974-04-23,6.62
1974-04-24,5.34
1974-04-25,5.32
1974-04-26,4.05
1974-04-27,7.69
1974-04-28,11.96
1974-04-29,13.5
1974-04-30,10.85
1974-05-01,10.35
1974-05-02,9.0
1974-05-03,10.4
1974-05-04,12.26
1974-05-05,8.12
1974-05-06,5.18
1974-05-07,4.95
1974-05-08,7.85
1974-05-09,8.94
1974-05-10,10.87
1974-05-11,11.02
1974-05-12,12.74
1974-05-13,14.52
1974-05-14,11.7
1974-05-15,10.75
1974-05-16,11.48
1974-05-17,10.24
1974-05-18,13.44
1974-05-19,15.71
1974-05-20,15.45
1974-05-21,15.57
1974-05-22,13.34
1974-05-23,10.21
1974-05-24,10.8
1974-05-25,10.24
1974-05-26,11.66
1974-05-27,14.04
1974-05-28,12.62
1974-05-29,12.9
1974-05-30,12.91
1974-05-31,14.49
1974-06-01,12.45
1974-06-02,14.79
1974-06-03,16.5
1974-06-04,15.16
1974-06-05,15.98
1974-06-06,15.1
1974-06-07,9.68
1974-06-08,10.9
1974-06-09,9.69
