,start,end,score
0,387586800.0,390697200.0,0.005824382430465015
1,403138800.0,406249200.0,0.045223427681307875
2,433206000.0,436316400.0,0.016193622065972194
3,448758000.0,451868400.0,0.008653519972573171
4,496105200.0,499215600.0,0.015636471800855825
5,536886000.0,540342000.0,0.008937278543986694
6,577321200.0,580431600.0,0.0040859119580633615
7,593218800.0,596329200.0,0.007748711280144496
8,622940400.0,626050800.0,0.021606764975369938
9,682038000.0,685148400.0,0.034209783061914294
10,773276400.0,776732400.0,0.009622193831817274
11,867970800.0,871081200.0,0.0004790833070309252
12,922575600.0,925686000.0,0.02038508051510593
13,933289200.0,936399600.0,0.03505534176956703
14,387586800.0,390697200.0,0.01652900921924308
15,403138800.0,406249200.0,0.0345270157154499
16,433206000.0,436316400.0,0.0674911110046756
17,448758000.0,451868400.0,0.05356784720651668
18,536886000.0,539996400.0,0.005405374760276653
19,577321200.0,580431600.0,0.00430722119089958
20,622940400.0,626050800.0,0.0034357236814195513
21,682038000.0,685148400.0,0.009574936592764056
22,773276400.0,776732400.0,0.001382486611782593
23,867970800.0,871081200.0,0.0010460175628707318
24,922575600.0,925686000.0,0.04425738896803712
25,933289200.0,936399600.0,0.0710500844142472
26,363394800.0,366505200.0,0.0019936114641553614
27,381020400.0,384130800.0,0.03107986173505642
28,388969200.0,392079600.0,0.018806159520612223
29,402793200.0,405903600.0,0.06750216420779534
30,452559600.0,455670000.0,0.01552753805357542
31,473295600.0,476406000.0,0.010261666238270174
32,477097200.0,480207600.0,0.020532972275190096
33,496105200.0,499215600.0,0.03607749672146052
34,547945200.0,551055600.0,0.018610641235221895
35,556930800.0,560041200.0,0.028004086296243826
36,613263600.0,616374000.0,0.00013546106359410106
37,692751600.0,695862000.0,0.03824562615965283
38,767055600.0,770166000.0,0.006458181619046894
39,781916400.0,785026800.0,0.017327324112838702
40,800233200.0,803343600.0,0.014611500732032164
41,924303600.0,927414000.0,0.003923515584598174
42,935362800.0,938473200.0,0.02064222269913892
43,944002800.0,947113200.0,0.024478640326528776
44,965430000.0,968540400.0,0.022174565135809482
45,969922800.0,973033200.0,0.023784873771170573
46,381020400.0,384130800.0,0.11563097647528371
47,388969200.0,392079600.0,0.0488480832881796
48,402793200.0,405903600.0,0.05619330810197663
49,452559600.0,455670000.0,0.14612013033648014
50,496105200.0,499215600.0,0.005968516130441685
51,547945200.0,551055600.0,0.03925038080110024
52,556930800.0,560041200.0,0.12413684292613161
53,692751600.0,695862000.0,0.03755363602097196
54,767055600.0,770166000.0,0.007727670552719679
55,800233200.0,803343600.0,0.11938865817237042
56,935362800.0,938473200.0,0.04180893694319887
57,965430000.0,968540400.0,0.08173616314041143
58,969922800.0,973033200.0,0.10640991841800984
59,359593200.0,365122800.0,0.004332052416824519
60,402793200.0,405903600.0,0.05850734383746835
61,420764400.0,423874800.0,0.040696426108703554
62,432514800.0,436316400.0,0.005426546476214777
63,448758000.0,454978800.0,0.006540691720342554
64,485737200.0,488847600.0,0.007679170290039111
65,489193200.0,492303600.0,0.01565781980083168
66,495759600.0,498870000.0,0.0669788813529217
67,622594800.0,626050800.0,0.025255673979387997
68,642294000.0,645404400.0,0.04203084743023535
69,681692400.0,684802800.0,0.045844893259808256
70,693097200.0,696207600.0,0.04174200615773228
71,754959600.0,758070000.0,0.037161467102646215
72,762217200.0,766364400.0,0.010480203662568598
73,766710000.0,769820400.0,0.03354914681306501
74,772930800.0,776041200.0,0.07046583202307814
75,815785200.0,818895600.0,0.014568370271931917
76,862095600.0,865551600.0,0.0015827831964855652
77,867970800.0,871081200.0,0.0004790833070309252
78,871426800.0,874537200.0,0.01612789693966399
79,921884400.0,924994800.0,0.051451853141100984
80,932943600.0,936054000.0,0.03336138703010485
81,947804400.0,950914800.0,0.04846298115605678
82,963702000.0,968540400.0,0.025781783194529236
83,359938800.0,365122800.0,0.0051169821357732286
84,402793200.0,405903600.0,0.04928608666449707
85,420764400.0,423874800.0,0.029959158342874187
86,432860400.0,436316400.0,0.032217990077530026
87,448758000.0,454978800.0,0.03912087154635202
88,485737200.0,488847600.0,0.004566522216167053
89,495759600.0,498870000.0,0.07503315785332153
90,622594800.0,626050800.0,0.01655115686289819
91,642294000.0,645404400.0,0.09009724103425208
92,681692400.0,684802800.0,0.011794726472784617
93,693097200.0,696207600.0,0.0408925497502658
94,754959600.0,758070000.0,0.13746570089562643
95,762217200.0,766364400.0,0.01646045106143274
96,766710000.0,769820400.0,0.05472633004395363
97,772930800.0,776041200.0,0.12564306824244362
98,867970800.0,871081200.0,0.0010460175628707318
99,871426800.0,874537200.0,0.013770027835921024
100,921884400.0,924994800.0,0.10714892944812276
101,932943600.0,936054000.0,0.0677503540021945
102,947804400.0,950914800.0,0.0961510027705724
103,964047600.0,968540400.0,0.10271320262964462
