,start,end,score
0,448412400.0,451522800.0,0.024900031474128153
1,539305200.0,542415600.0,0.03161833729238183
2,551401200.0,554511600.0,0.030644869671733087
3,679618800.0,682729200.0,0.01744721582902637
4,755650800.0,759106800.0,0.004384897443251456
5,782953200.0,786063600.0,0.05348605370897503
6,791593200.0,794703600.0,0.001091967966655939
7,382402800.0,385513200.0,0.004173664754272428
8,448412400.0,451522800.0,0.019698631352157693
9,490230000.0,493340400.0,0.003893814803543452
10,539305200.0,542415600.0,0.034915800875229414
11,551401200.0,554511600.0,0.03900758831558807
12,566262000.0,569372400.0,0.0014054062530985682
13,668905200.0,672015600.0,0.013060869933488324
14,679618800.0,682729200.0,0.022353792677253157
15,709686000.0,712796400.0,0.006045018760163114
16,735260400.0,738370800.0,0.02126692224882683
17,755650800.0,759106800.0,0.003154224036176312
18,782953200.0,786063600.0,0.03910427977189835
19,791593200.0,794703600.0,0.01969267745948634
20,825116400.0,828226800.0,0.003610030193658145
21,867625200.0,870735600.0,0.004353070983296668
22,882486000.0,885596400.0,0.008560794710093583
23,931215600.0,934326000.0,0.0018882826164610396
24,449103600.0,452214000.0,0.029091275677566274
25,491958000.0,495068400.0,0.013732783790346087
26,534466800.0,537577200.0,0.035891713761047425
27,553474800.0,556585200.0,0.0006813367221542637
28,603586800.0,606697200.0,0.01819984480837455
29,667868400.0,670978800.0,0.04530643565216194
30,679618800.0,682729200.0,0.03577201483853364
31,700354800.0,703465200.0,0.02457646692826356
32,757378800.0,760489200.0,0.017178288627455594
33,791938800.0,795049200.0,0.024569076506323808
34,838594800.0,841705200.0,0.05021601765101758
35,930870000.0,933980400.0,0.005608005380115701
36,944002800.0,948841200.0,0.018594165441328376
37,973033200.0,976143600.0,0.00836724892051048
38,449103600.0,452214000.0,0.044994449590118536
39,491958000.0,495068400.0,0.0039413940537118275
40,534466800.0,537577200.0,0.05785812794806048
41,667868400.0,670978800.0,0.006761112659984379
42,679618800.0,682729200.0,0.03133465743663185
43,700354800.0,703465200.0,0.026367843532520197
44,757378800.0,760489200.0,0.021865037637468977
45,838594800.0,841705200.0,0.020320955986861917
46,889743600.0,892854000.0,0.0027847227624191277
47,944002800.0,948841200.0,0.022896219975350244
48,973033200.0,976143600.0,0.00899756038431414
49,449103600.0,452214000.0,0.044994449590118536
50,491958000.0,495068400.0,0.0039413940537118275
51,534466800.0,537577200.0,0.05785812794806048
52,667868400.0,670978800.0,0.006761112659984379
53,679618800.0,682729200.0,0.03133465743663185
54,700354800.0,703465200.0,0.026367843532520197
55,757378800.0,760489200.0,0.021865037637468977
56,838594800.0,841705200.0,0.020320955986861917
57,889743600.0,892854000.0,0.0027847227624191277
58,944002800.0,948841200.0,0.022896219975350244
59,973033200.0,976143600.0,0.00899756038431414
60,355100400.0,358210800.0,0.054401010785755606
61,382057200.0,385167600.0,0.12770702255241442
62,488156400.0,492994800.0,0.018689172503245092
63,543106800.0,546217200.0,0.05394802988417285
64,550364400.0,554166000.0,0.011809683779436463
65,573865200.0,576975600.0,0.016374107284090427
66,618793200.0,621903600.0,0.028485502892734684
67,670287600.0,673398000.0,0.020064944596419835
68,679273200.0,682383600.0,0.07298442268041222
69,689295600.0,692406000.0,0.008408106710215914
70,708994800.0,713833200.0,0.022920864808565495
71,734914800.0,738025200.0,0.02580807225210977
72,754959600.0,758415600.0,0.01178246038625854
73,791593200.0,794703600.0,0.03822685064661156
74,797814000.0,800924400.0,0.02010395885793311
75,825116400.0,828226800.0,0.04811635863008564
76,841359600.0,844470000.0,0.02368898229221277
77,879721200.0,885250800.0,0.016285086369941172
78,891126000.0,894236400.0,0.012841479156965435
79,930870000.0,934671600.0,0.016333179620353692
80,952642800.0,955753200.0,0.029961804466729927
81,355100400.0,358210800.0,0.02937828502610052
82,382057200.0,385167600.0,0.1675018547364411
83,488502000.0,492994800.0,0.01018041139240089
84,550018800.0,554166000.0,0.00601486283350958
85,618793200.0,621903600.0,0.006402380618494262
86,670287600.0,673398000.0,0.02179489313340364
87,679273200.0,682383600.0,0.06534654156917927
88,689295600.0,692406000.0,0.014641142267662284
89,710722800.0,713833200.0,0.003779779768832739
90,734914800.0,738025200.0,0.0002454441476127594
91,754959600.0,758070000.0,0.02599144477350438
92,791593200.0,794703600.0,0.02397009392689609
93,825116400.0,828226800.0,0.009871359280307248
94,880412400.0,885250800.0,0.03578210724617822
95,891126000.0,894236400.0,0.003367709737875084
96,930870000.0,933980400.0,0.005407628622320798
97,952642800.0,955753200.0,0.0038722217334523396
